count,frequency,word
5,3.5052789500988486e-05,periphery
5,3.5052789500988486e-05,dextro
5,3.5052789500988486e-05,side
5,3.5052789500988486e-05,destruction
5,3.5052789500988486e-05,radiographically
5,3.5052789500988486e-05,maintained
5,3.5052789500988486e-05,decreasing
5,3.5052789500988486e-05,decrease
5,3.5052789500988486e-05,consideration
5,3.5052789500988486e-05,incidentally
5,3.5052789500988486e-05,coarsened
5,3.5052789500988486e-05,osteoarthritis
5,3.5052789500988486e-05,colonic
5,3.5052789500988486e-05,splenic
5,3.5052789500988486e-05,benign
5,3.5052789500988486e-05,localized
5,3.5052789500988486e-05,cardiophrenic
5,3.5052789500988486e-05,telephone
5,3.5052789500988486e-05,prosthesis
5,3.5052789500988486e-05,presence
5,3.5052789500988486e-05,excavatum
5,3.5052789500988486e-05,smaller
5,3.5052789500988486e-05,lobulated
5,3.5052789500988486e-05,stripe
5,3.5052789500988486e-05,inflammation
5,3.5052789500988486e-05,containing
5,3.5052789500988486e-05,margin
5,3.5052789500988486e-05,see
5,3.5052789500988486e-05,vertebrae
5,3.5052789500988486e-05,series
5,3.5052789500988486e-05,displacement
5,3.5052789500988486e-05,about
5,3.5052789500988486e-05,larger
5,3.5052789500988486e-05,greatest
5,3.5052789500988486e-05,renal
5,3.5052789500988486e-05,generalized
5,3.5052789500988486e-05,determine
5,3.5052789500988486e-05,flowing
4,2.8042231600790792e-05,multifocal
4,2.8042231600790792e-05,brachiocephalic
4,2.8042231600790792e-05,marginal
4,2.8042231600790792e-05,suspicion
4,2.8042231600790792e-05,considered
4,2.8042231600790792e-05,total
4,2.8042231600790792e-05,rotator
4,2.8042231600790792e-05,pathology
4,2.8042231600790792e-05,months
4,2.8042231600790792e-05,defibrillator
4,2.8042231600790792e-05,evident
4,2.8042231600790792e-05,attenuation
4,2.8042231600790792e-05,obscures
4,2.8042231600790792e-05,unclear
4,2.8042231600790792e-05,centrally
4,2.8042231600790792e-05,located
4,2.8042231600790792e-05,inferiorly
4,2.8042231600790792e-05,portable
4,2.8042231600790792e-05,enteric
4,2.8042231600790792e-05,hydropneumothorax
4,2.8042231600790792e-05,iv
4,2.8042231600790792e-05,clavicular
4,2.8042231600790792e-05,discoid
4,2.8042231600790792e-05,consolidating
4,2.8042231600790792e-05,crowded
4,2.8042231600790792e-05,courses
4,2.8042231600790792e-05,broken
4,2.8042231600790792e-05,exposure
4,2.8042231600790792e-05,cuffing
4,2.8042231600790792e-05,conspicuous
4,2.8042231600790792e-05,therapy
4,2.8042231600790792e-05,masslike
4,2.8042231600790792e-05,kub
4,2.8042231600790792e-05,notable
4,2.8042231600790792e-05,whose
4,2.8042231600790792e-05,epigastric
4,2.8042231600790792e-05,hyperlucency
4,2.8042231600790792e-05,fragments
4,2.8042231600790792e-05,though
4,2.8042231600790792e-05,stents
4,2.8042231600790792e-05,obliquely
4,2.8042231600790792e-05,oriented
4,2.8042231600790792e-05,hiatus
4,2.8042231600790792e-05,p
4,2.8042231600790792e-05,m
4,2.8042231600790792e-05,another
4,2.8042231600790792e-05,alternatively
4,2.8042231600790792e-05,tumor
4,2.8042231600790792e-05,third
4,2.8042231600790792e-05,cyst
4,2.8042231600790792e-05,characterized
4,2.8042231600790792e-05,bronchi
4,2.8042231600790792e-05,report
4,2.8042231600790792e-05,elements
4,2.8042231600790792e-05,ovoid
4,2.8042231600790792e-05,residuals
4,2.8042231600790792e-05,satisfactory
4,2.8042231600790792e-05,deviation
4,2.8042231600790792e-05,receipt
4,2.8042231600790792e-05,anticipated
4,2.8042231600790792e-05,scars
4,2.8042231600790792e-05,comparisons
4,2.8042231600790792e-05,liver
4,2.8042231600790792e-05,positional
4,2.8042231600790792e-05,oblique
4,2.8042231600790792e-05,dated
4,2.8042231600790792e-05,out
4,2.8042231600790792e-05,pads
4,2.8042231600790792e-05,indeterminate
4,2.8042231600790792e-05,desired
4,2.8042231600790792e-05,posterolateral
4,2.8042231600790792e-05,review
4,2.8042231600790792e-05,intravenous
4,2.8042231600790792e-05,neoplasm
4,2.8042231600790792e-05,skin
4,2.8042231600790792e-05,terminates
4,2.8042231600790792e-05,costochondral
4,2.8042231600790792e-05,gastroesophageal
4,2.8042231600790792e-05,innumerable
4,2.8042231600790792e-05,benefit
4,2.8042231600790792e-05,particularly
4,2.8042231600790792e-05,sclerosis
4,2.8042231600790792e-05,possibility
4,2.8042231600790792e-05,pathologic
4,2.8042231600790792e-05,completely
4,2.8042231600790792e-05,levocurvature
4,2.8042231600790792e-05,positioning
4,2.8042231600790792e-05,reflects
4,2.8042231600790792e-05,your
4,2.8042231600790792e-05,endotracheal
4,2.8042231600790792e-05,fibronodular
4,2.8042231600790792e-05,recurrence
4,2.8042231600790792e-05,traumatic
4,2.8042231600790792e-05,bronchitis
4,2.8042231600790792e-05,scapular
4,2.8042231600790792e-05,either
4,2.8042231600790792e-05,absence
4,2.8042231600790792e-05,closure
4,2.8042231600790792e-05,innominate
4,2.8042231600790792e-05,cleared
4,2.8042231600790792e-05,zones
4,2.8042231600790792e-05,aicd
3,2.1031673700593094e-05,vp
3,2.1031673700593094e-05,compressive
